user_id,timestamp,track_id,listening_duration_sec
0,2026-02-10 06:00:56.589762,5053,627.0223993634526
0,2026-02-10 15:00:56.589762,5537,354.70628631528183
0,2026-02-10 17:00:56.589762,1067,576.7369767713299
0,2026-02-10 08:00:56.589762,8968,254.3119850102487
0,2026-02-10 12:00:56.589762,9818,462.5212932116728
0,2026-02-10 11:00:56.589762,826,391.7153775462368
0,2026-02-10 17:00:56.589762,9709,30.0
0,2026-02-10 22:00:56.589762,7165,373.2182248718948
0,2026-02-10 10:00:56.589762,5989,248.47779885566862
0,2026-02-11 22:00:56.589762,5645,535.0583612707692
0,2026-02-11 18:00:56.589762,2915,929.9957778350922
0,2026-02-11 05:00:56.589762,729,604.0066749609028
0,2026-02-11 11:00:56.589762,699,879.642947431159
0,2026-02-11 05:00:56.589762,718,476.975545040991
0,2026-02-11 17:00:56.589762,4947,895.5697856078623
0,2026-02-12 04:00:56.589762,5589,3939.2388679410665
0,2026-02-13 14:00:56.589762,6542,1843.6870009120366
0,2026-02-13 15:00:56.589762,4331,1493.2613645031959
0,2026-02-13 18:00:56.589762,4847,1156.608230027229
0,2026-02-14 04:00:56.589762,6939,1070.7344224071026
0,2026-02-14 18:00:56.589762,1541,1261.8722627361105
0,2026-02-14 14:00:56.589762,9581,1334.3775148622858
0,2026-02-15 19:00:56.589762,5302,161.83572542821867
0,2026-02-15 18:00:56.589762,4269,362.8467286422614
0,2026-02-15 00:00:56.589762,9436,248.7696659038017
0,2026-02-15 15:00:56.589762,9087,855.9460625083407
0,2026-02-15 17:00:56.589762,3073,830.8645585304364
0,2026-02-15 17:00:56.589762,1532,438.4391144415571
0,2026-02-16 22:00:56.589762,1853,474.55559346089575
0,2026-02-16 11:00:56.589762,6191,850.1228465967438
0,2026-02-16 16:00:56.589762,5646,986.096680753299
0,2026-02-16 10:00:56.589762,7115,1331.5704851232688
0,2026-02-17 08:00:56.589762,3720,509.9252735843734
0,2026-02-17 11:00:56.589762,4836,492.69546822061295
0,2026-02-17 23:00:56.589762,7103,765.5534026295846
0,2026-02-17 14:00:56.589762,2780,1005.5624181425374
0,2026-02-17 10:00:56.589762,1582,547.3641699880014
0,2026-02-18 15:00:56.589762,5125,1843.7031942920762
0,2026-02-18 01:00:56.589762,2194,2112.2357062001934
0,2026-02-19 22:00:56.589762,1634,1283.4159918440928
0,2026-02-19 01:00:56.589762,8703,1284.3423549690688
0,2026-02-19 10:00:56.589762,7141,1202.2985543933255
0,2026-02-20 09:00:56.589762,4781,914.6382614878255
0,2026-02-20 16:00:56.589762,3420,1114.02854678507
0,2026-02-20 10:00:56.589762,9767,563.1514558070421
0,2026-02-20 17:00:56.589762,4364,1365.8896760151597
0,2026-02-21 13:00:56.589762,1253,935.2464736462605
0,2026-02-21 16:00:56.589762,6882,611.0670451843715
0,2026-02-21 11:00:56.589762,6242,1106.3595213579347
0,2026-02-21 16:00:56.589762,1332,639.9695022440931
0,2026-02-22 17:00:56.589762,4893,935.46737739463
0,2026-02-22 07:00:56.589762,3580,896.1286057679218
0,2026-02-22 03:00:56.589762,4165,1139.465712267301
0,2026-02-22 22:00:56.589762,3819,280.31145334643986
