user_id,date,total_listening_sec,track_count,avg_session_sec,night_ratio,is_anomaly_ml,anomaly_score
0,2026-02-10,3318.710341945786,9,368.74559354953175,0.0,False,0.008989400816633797
0,2026-02-11,4321.249092146776,6,720.2081820244626,0.3333333333333333,False,0.08683218913497093
0,2026-02-12,3939.2388679410665,1,3939.2388679410665,1.0,True,-0.0042093262290106015
0,2026-02-13,4493.556595442462,3,1497.8521984808206,0.0,False,0.20783905005870212
0,2026-02-14,3666.984200005498,3,1222.3280666684996,0.3333333333333333,False,0.16509534289355304
0,2026-02-15,2898.701855454616,6,483.1169759091026,0.1666666666666666,False,0.11111246851690565
0,2026-02-16,3642.345605934208,4,910.586401483552,0.0,False,0.2079419896832067
0,2026-02-17,3321.10073256511,5,664.220146513022,0.0,False,0.17853806423306878
0,2026-02-18,3955.9389004922696,2,1977.9694502461348,0.5,False,0.13275842532408583
0,2026-02-19,3770.056901206487,3,1256.6856337354957,0.3333333333333333,False,0.1670756090073729
0,2026-02-20,3957.7079400950975,4,989.4269850237744,0.0,False,0.20583750937884876
0,2026-02-21,3292.64254243266,4,823.160635608165,0.0,False,0.20466531972751079
0,2026-02-22,3251.3731487762925,4,812.8432871940731,0.25,False,0.16566124489515455
0,2026-02-23,3391.3667326026293,3,1130.45557753421,0.0,False,0.2150967759789295
1,2026-02-10,5970.303128085669,1,5970.303128085669,1.0,True,-0.06953740103809491
1,2026-02-11,5576.236477628233,2,2788.1182388141165,0.0,False,0.14309790299105557
1,2026-02-12,5856.193477947991,1,5856.193477947991,0.0,False,0.026401344506635005
1,2026-02-13,6370.212470341596,2,3185.106235170798,0.0,False,0.09717001208805381
1,2026-02-14,6162.306333800007,4,1540.576583450002,0.25,False,0.09828013051566786
1,2026-02-15,5998.086302156299,1,5998.086302156299,0.0,False,0.016181830636906702
1,2026-02-16,6572.253620867536,1,6572.253620867536,0.0,True,-0.027854711025127377
1,2026-02-17,6087.546736076403,5,1217.5093472152807,0.2,False,0.08324556306305952
1,2026-02-18,6390.6626132693655,2,3195.3313066346827,0.5,False,0.042112039016286684
1,2026-02-19,6095.910821974534,1,6095.910821974534,0.0,False,0.005868396905597373
1,2026-02-20,6845.621366791584,2,3422.810683395792,0.0,False,0.07149652817701735
1,2026-02-21,6766.01091167751,2,3383.005455838755,0.0,False,0.07618756051588649
1,2026-02-22,5855.984440392817,4,1463.9961100982043,0.0,False,0.14783212213147234
1,2026-02-23,5829.997301289377,4,1457.4993253223442,0.0,False,0.14768256546107428
2,2026-02-10,4596.167049229923,6,766.0278415383204,0.0,False,0.12937339303936807
2,2026-02-11,5087.412152796289,3,1695.8040509320963,0.3333333333333333,False,0.14392606939361619
2,2026-02-12,5341.586986247073,1,5341.586986247073,0.0,False,0.07030483057304315
2,2026-02-13,5101.729415373795,1,5101.729415373795,0.0,False,0.08737640542463998
2,2026-02-14,5625.034108332531,4,1406.2585270831328,0.0,False,0.15820806874152155
2,2026-02-15,4567.74366438851,3,1522.5812214628368,0.3333333333333333,False,0.15800027160312968
2,2026-02-16,4738.904756816071,3,1579.6349189386904,0.0,False,0.20648317559533164
2,2026-02-17,3772.704402924993,4,943.1761007312482,0.0,False,0.20640633484780568
2,2026-02-18,4861.646506801632,1,4861.646506801632,0.0,False,0.11154007177579484
2,2026-02-19,4273.408967065535,5,854.681793413107,0.2,False,0.14492295791815618
2,2026-02-20,5106.906745697979,3,1702.302248565993,0.0,False,0.1924430300964971
2,2026-02-21,4510.63094695154,3,1503.5436489838469,0.3333333333333333,False,0.1609205806890699
2,2026-02-22,5035.4116365609625,4,1258.8529091402406,0.25,False,0.1440277975471514
2,2026-02-23,5232.91945865352,2,2616.45972932676,0.0,False,0.1637595247228696
3,2026-02-10,3151.0012403900496,3,1050.3337467966833,0.0,False,0.209533780992045
3,2026-02-11,3113.090447740476,1,3113.090447740476,0.0,False,0.16173335471963368
3,2026-02-12,3572.8455012559443,4,893.2113753139861,0.0,False,0.20610851397435054
3,2026-02-13,3211.193488952247,4,802.7983722380618,0.0,False,0.2041551913958104
3,2026-02-14,2623.261619862252,1,2623.261619862252,0.0,False,0.14898782253026632
3,2026-02-15,3410.884722427724,3,1136.9615741425744,0.0,False,0.21536540016785066
3,2026-02-16,3632.010455017969,5,726.4020910035938,0.4,False,0.1048147839388387
3,2026-02-17,3016.288809968674,1,3016.288809968674,1.0,False,0.0043757123645232765
3,2026-02-18,2472.757334014178,4,618.1893335035445,0.0,False,0.18654001054951058
3,2026-02-19,2258.3868332547736,5,451.6773666509547,0.0,False,0.1502248825413165
3,2026-02-20,2440.052439167172,1,2440.052439167172,1.0,True,-0.01803197165080661
3,2026-02-21,1902.2116035356837,6,317.03526725594725,0.1666666666666666,False,0.06908302149327927
3,2026-02-22,2983.559702487835,2,1491.7798512439174,0.0,False,0.20357481428425528
3,2026-02-23,2090.9239259991405,5,418.18478519982807,0.0,False,0.14332544486154064
4,2026-02-10,4599.399738507068,2,2299.699869253534,0.0,False,0.18790822912338612
4,2026-02-11,3519.404522399449,2,1759.7022611997245,0.0,False,0.20774025758544634
4,2026-02-12,3420.764886558224,2,1710.382443279112,0.0,False,0.20767186782708807
4,2026-02-13,4077.8312634953454,3,1359.2770878317815,0.0,False,0.20932787416259263
4,2026-02-14,3567.831243591296,3,1189.2770811970988,0.0,False,0.2170353242833995
4,2026-02-15,3299.196593829274,3,1099.7321979430917,0.6666666666666666,False,0.0799740194226577
4,2026-02-16,3892.309394807394,3,1297.436464935798,0.0,False,0.21366384805977562
4,2026-02-17,3420.42044962299,1,3420.42044962299,1.0,False,0.002260394351403461
4,2026-02-18,3999.3211209154015,2,1999.6605604577007,0.5,False,0.1322175600609946
4,2026-02-19,3509.3796790430406,2,1754.6898395215203,0.0,False,0.20724340303788719
4,2026-02-20,4170.548148945755,3,1390.1827163152518,0.0,False,0.2114114922946232
4,2026-02-21,3220.92304892226,1,3220.92304892226,1.0,False,0.00568472604249759
4,2026-02-22,4200.444441471032,2,2100.222220735516,0.0,False,0.2000961457453332
4,2026-02-23,4222.131269048879,2,2111.06563452444,0.0,False,0.2003303764195663
5,2026-02-10,5093.235532517313,2,2546.6177662586565,0.5,False,0.09911806936709727
5,2026-02-11,5988.4184872240185,2,2994.209243612009,0.0,False,0.12179829715354706
5,2026-02-12,5052.656439520419,2,2526.3282197602093,0.0,False,0.16953034202978173
5,2026-02-13,4653.439194300539,2,2326.7195971502697,0.0,False,0.18747015949382645
5,2026-02-14,5464.4170012939285,1,5464.4170012939285,0.0,False,0.06283155397539764
5,2026-02-15,5665.335482781327,1,5665.335482781327,0.0,False,0.044014881749968926
5,2026-02-16,4227.203494515605,7,603.8862135022292,0.0,False,0.08987243616838503
5,2026-02-17,4334.026277203727,7,619.1466110291038,0.1428571428571428,False,0.06711796192817598
5,2026-02-18,4389.7889922945615,3,1463.2629974315205,0.0,False,0.2101397371049405
5,2026-02-19,5197.199555088773,3,1732.3998516962577,0.0,False,0.1902140362033331
5,2026-02-20,6497.321667136035,3,2165.773889045345,0.3333333333333333,False,0.07939147968124338
5,2026-02-21,6093.584116504173,1,6093.584116504173,0.0,False,0.005868396905597373
5,2026-02-22,5458.527933237348,1,5458.527933237348,0.0,False,0.0626532373300287
5,2026-02-23,4820.567014979841,3,1606.855671659947,0.0,False,0.203447608355392
